SS;TIPO_ERRO;DESC_ERRO;CÓD_ERRO;DETALHES_ERRO;VALOR_PECA;VALOR_TOTAL
7808189;BLOCO MEDIDOR;TROCA DO BLOCO POR NÃO ACEITAR CALIBRAÇÃO;;;0;215
7808199;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;1035,8
7808225;PARTIDA INICIAL;;;;0;1059
7808223;PARTIDA INICIAL;;;;0;808
7808229;PARTIDA INICIAL;;;;0;0
7808231;PARTIDA INICIAL;;;;0;0
7808233;PARTIDA INICIAL;;;;0;0
7808239;PARTIDA INICIAL;;;;0;0
7808283;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;614,3
7808319;SUPORTE AO CLIENTE;;;;0;0
7808339;SUPORTE AO CLIENTE;;;;0;0
7808343;SUPORTE AO CLIENTE;;;;0;0
7808403;GIRATÓRIO;;;;0;249,8
7808407;TECLADO;PLACA TOUCH INOPERANTE;;;0;1035,8
7808417;CPU;REPROGRAMAÇÃO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7808483;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7808525;SUPORTE AO CLIENTE;;;;0;0
7808559;PARTIDA INICIAL;COM FALHA;;;0;1009,4
7808565;PARTIDA INICIAL;;;;0;0
7808629;PARTIDA INICIAL;;;;0;752,9
7808719;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;232,4
7808723;SOLICITAÇÃO DE ACESSO WSA;;;;0;0
7808721;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7808741;COMPACTA;CHECK VÁLVULA;;;0;1114,1
7808775;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;1090,9
7808781;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;0
7808801;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;803,8
7808831;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;1706,2
7808837;CPU;REPROGRAMAÇÃO;;;0;0
7808843;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;1425,4
7808849;SUPORTE AO CLIENTE;;;;0;0
7808851;SUPORTE AO CLIENTE;;;;0;0
7808861;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7808869;SUPORTE AO CLIENTE;;;;0;0
7808881;PARTIDA INICIAL;;;;0;834
7808873;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7808875;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7808877;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7808887;PARTIDA INICIAL;;;;0;0
7808883;CPU;REPROGRAMAÇÃO;;;0;0
7808891;CPU;REPROGRAMAÇÃO;;;0;0
7808897;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;1761,3
7808915;BICO VR;;;;0;270,1
7808913;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;1101,3
7808971;PARTIDA INICIAL;;;;0;907,9
7808973;PARTIDA INICIAL;;;;0;682,9
7808977;PARTIDA INICIAL;;;;0;0
7808979;PARTIDA INICIAL;;;;0;0
7808983;PARTIDA INICIAL;;;;0;0
7808993;PARTIDA INICIAL;;;;0;0
7808995;CHAMADO INDEVIDO;LIMPEZA DE BLOCO MEDIDOR;;;0;669,4
7809023;PARTIDA INICIAL;;;;0;960
7809059;SUPORTE AO CLIENTE;;;;0;0
7809029;PARTIDA INICIAL;;;;0;0
7809031;PARTIDA INICIAL;;;;0;0
7809055;BICO VR;NÃO DESARMA;;;0;2178,5
7809077;SUPORTE AO CLIENTE;;;;0;0
7809097;SUPORTE AO CLIENTE;;;;0;0
7809101;SUPORTE AO CLIENTE;;;;0;0
7809103;SUPORTE AO CLIENTE;;;;0;0
7809105;SUPORTE AO CLIENTE;;;;0;0
7809119;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;215
7809117;BICO;TROCA DO BICO POR NÃO ARMAR;;;0;856
7809121;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7809125;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7809153;PARTIDA INICIAL;;;;0;1183,55
7809229;CPU;REPROGRAMAÇÃO;;;0;0
7809157;PARTIDA INICIAL;;;;0;0
7809195;PARTIDA INICIAL;;;;0;1044,54
7809197;PARTIDA INICIAL;;;;0;0
7809209;PARTIDA INICIAL;;;;0;1197,3
7809215;PARTIDA INICIAL;;;;0;0
7809221;PARTIDA INICIAL;;;;0;0
7809243;SUPORTE AO CLIENTE;;;;0;0
7809247;SUPORTE AO CLIENTE;;;;0;0
7809277;PARTIDA INICIAL;;;;0;1009,5
7809279;PARTIDA INICIAL;;;;0;0
7809291;PARTIDA INICIAL;;;;0;1011,4
7809483;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;1656,5
7809491;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7809493;SUPORTE AO CLIENTE;;;;0;0
7809495;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7809505;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7809517;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;841,5
7809519;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;0
7809535;BLOCO MEDIDOR;CALIBRAÇÃO POR AFERIÇÃO NÃO CONFORME;;;0;264,3
7809547;CHAMADO INDEVIDO;OUTROS;;;0;1352
7809557;PARTIDA INICIAL;;;;0;569,5
7809623;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7809639;CPU;REPROGRAMAÇÃO;;;0;0
7809645;CPU;REPROGRAMAÇÃO;;;0;0
7809873;PARTIDA INICIAL;;;;0;365
7809875;PARTIDA INICIAL;;;;0;0
7809893;PARTIDA INICIAL;;;;0;1559,1
7809897;PARTIDA INICIAL;;;;0;0
7809945;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;215
7809979;CHAMADO CANCELADO;;;;135,28;350,28
7809997;SUPORTE AO CLIENTE;;;;0;0
7810005;SUPORTE AO CLIENTE;;;;0;0
7810099;PARTIDA INICIAL;;;;0;2785,7
7810109;PARTIDA INICIAL;;;;0;0
7810119;PARTIDA INICIAL;;;;0;0
7810127;CPU;CORREÇÃO DE ERRO;E523 - ERRO DE SINAL DE FEEDBACK DE MOTOR;;0;0
7810235;BLOCO MEDIDOR;TROCA POR NÃO ACEITAR AFERIÇÃO;;;0;296,2
7810233;SUPORTE AO CLIENTE;;;;0;0
7810237;CPU;REPROGRAMAÇÃO;;;0;989,65
7810241;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;215
7810247;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;1318,97
7810261;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;518,6
7810357;CPU;REPROGRAMAÇÃO;;;0;0
7810375;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7810379;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7810401;BLOCO MEDIDOR;troca por suj;;;0;692,6
7810541;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7810555;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;1317,2
7810601;PARTIDA INICIAL;COM FALHA;;;0;1128,2
7810607;PARTIDA INICIAL;;;;0;0
7810609;PARTIDA INICIAL;;;;0;0
7810611;PARTIDA INICIAL;;;;0;0
7810613;PARTIDA INICIAL;;;;0;0
7810615;PARTIDA INICIAL;;;;0;0
7810703;PARTIDA INICIAL;;;;0;2165,1
7810707;MOTOR;TROCA DO MOTOR POR ERRO DE TENSÃO;;;1438,56;2981,96
7810711;PARTIDA INICIAL;;;;0;0
7810713;MOTOR;POLIA SOLTA;;;0;215
7810715;PARTIDA INICIAL;;;;0;0
7810727;PARTIDA INICIAL;;;;0;504,9
7810731;SUPORTE AO CLIENTE;;;;0;0
7810809;PARTIDA INICIAL;;;;0;848,6
7810813;PARTIDA INICIAL;;;;0;0
7810819;PARTIDA INICIAL;;;;0;1200,9
7810821;PARTIDA INICIAL;;;;0;0
7810825;PARTIDA INICIAL;;;;0;1115,4
7810895;CPU;REPROGRAMAÇÃO;;;0;0
7810905;SUPORTE AO CLIENTE;;;;0;0
7810909;BLOCO MEDIDOR;TROCA POR NÃO ACEITAR AFERIÇÃO;;;0;261,4
7810927;FONTE;;;;0;1270,8
7810933;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7810935;SUPORTE TÉCNICO;;;;0;0
7810937;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7810939;CPU;REPROGRAMAÇÃO;;;0;0
7810941;CPU;REPROGRAMAÇÃO;;;0;0
7810943;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7810945;SUPORTE AO CLIENTE;;;;0;0
7810953;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7810955;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7810955;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7810959;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;1028,6
7810983;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7810963;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;928,5
7810981;SUPORTE AO CLIENTE;;;;0;0
7810987;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7811009;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7811017;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;325,2
7811041;SUPORTE AO CLIENTE;;;;0;0
7811015;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7811019;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7811081;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;430
7811083;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;488
7811087;CPU;REPROGRAMAÇÃO;;;0;884,09
7811089;CPU;REPROGRAMAÇÃO;;;0;0
7811095;CHAMADO CANCELADO;;;;0;0
7811107;CPU;REPROGRAMAÇÃO;;;0;980
7811131;CHAMADO CANCELADO;;;;0;0
7811137;CHAMADO CANCELADO;;;;0;0
7811143;CHAMADO CANCELADO;;;;0;525,7
7811145;CHAMADO CANCELADO;;;;0;0
7811187;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7811189;CPU;REPROGRAMAÇÃO;;;0;0
7811195;BLOCO MEDIDOR;TROCA POR OUTROS MOTIVOS;;;663,48;1086,38
7811207;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;1102,3
7811207;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;1102,3
7811215;CPU;REPROGRAMAÇÃO;;;0;0
7811219;CPU;REPROGRAMAÇÃO;;;0;0
7811223;CPU;REPROGRAMAÇÃO;;;0;0
7811227;CPU;REPROGRAMAÇÃO;;;0;0
7811233;CPU;REPROGRAMAÇÃO;;;0;0
7811247;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7811263;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7811279;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7811297;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;472,2
7811381;PARTIDA INICIAL;;;;0;657,1
7811383;PARTIDA INICIAL;;;;0;0
7811385;PARTIDA INICIAL;;;;0;0
7811391;PARTIDA INICIAL;;;;0;0
7811393;PARTIDA INICIAL;;;;0;0
7811397;PARTIDA INICIAL;;;;0;0
7811399;SUPORTE AO CLIENTE;;;;0;0
7811415;SUPORTE AO CLIENTE;;;;0;0
7811449;SUPORTE AO CLIENTE;;;;0;0
7811445;SUPORTE AO CLIENTE;;;;0;0
7811457;SUPORTE TÉCNICO;;;;0;0
7811453;SUPORTE AO CLIENTE;;;;0;0
7811463;SUPORTE AO CLIENTE;;;;0;0
7811475;CPU;CORREÇÃO DE ERRO;E354 - IDENTIFICAÇÃO DO DISPLAY DE VENDAS NÃO RECONHECIDO;;0;0
7811471;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;1410
7811479;SUPORTE AO CLIENTE;;;;0;0
7811481;SUPORTE AO CLIENTE;;;;0;0
7811485;SUPORTE AO CLIENTE;;;;0;0
7811487;SUPORTE AO CLIENTE;;;;0;0
7811489;SUPORTE AO CLIENTE;;;;0;0
7811503;PARTIDA INICIAL;;;;0;2227,8
7811507;PARTIDA INICIAL;;;;0;1327
7811509;PARTIDA INICIAL;;;;0;0
7811519;CPU ;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;241,1
7811521;CPU ;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7811523;PARTIDA INICIAL;;;;0;721,7
7811527;CHAMADO INDEVIDO;LIMPEZA DA VÁLVULA SOLENÓIDE;;;0;434,5
7811569;SUPORTE AO CLIENTE;;;;0;0
7811589;PARTIDA INICIAL;;;;0;848,6
7811591;PARTIDA INICIAL;;;;0;0
7811603;PARTIDA INICIAL;;;;0;1037,8
7811605;PARTIDA INICIAL;;;;0;0
7811607;PARTIDA INICIAL;;;;0;0
7811609;PARTIDA INICIAL;;;;0;0
7811617;BLOCO MEDIDOR;CALIBRAÇÃO POR AFERIÇÃO NÃO CONFORME;;;0;0
7811619;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;0;672,3
7811621;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;0
7811623;SUPORTE AO CLIENTE;;;;0;0
7811625;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7811633;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;565
7811635;BLOCO MEDIDOR;;;;0;0
7811653;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;591,1
7811655;BLOCO MEDIDOR;TROCA POR SUJIDADE;;;0;1056,1
7811659;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;0;2148,7
7811679;BICO;TROCA DO BICO POR VAZAMENTO NO GATILHO;;;0;1372,3
7811683;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7811705;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;1389,7
7811723;PARTIDA INICIAL;;;;0;444
7811725;PARTIDA INICIAL;;;;0;0
7811727;PARTIDA INICIAL;;;;0;0
7811729;PARTIDA INICIAL;;;;0;0
7811737;PARTIDA INICIAL;;;;0;1408,3
7811739;MULTIMÍDIA;TROCA DO TECLADO POR FALHA DE SENSIBILIDADE;;;0;0
7811757;PARTIDA INICIAL;;;;0;314,3
7811771;PARTIDA INICIAL;;;;0;881,2
7811773;PARTIDA INICIAL;;;;0;0
7811821;PARTIDA INICIAL;;;;0;1290,1
7811825;PARTIDA INICIAL;;;;0;0
7811827;PARTIDA INICIAL;;;;0;0
7811829;PARTIDA INICIAL;;;;0;0
7811837;PARTIDA INICIAL;;;;0;415
7811861;PARTIDA INICIAL;;;;0;340
7811869;PARTIDA INICIAL;;;;0;1867,6
7811873;PARTIDA INICIAL;;;;0;0
7811875;PARTIDA INICIAL;;;;0;0
7812115;DISPLAY;TROCA DA PLACA DO DISPLAY;;;1225,2;1562
7812117;PARTIDA INICIAL;;;;0;2356,6
7812119;PARTIDA INICIAL;;;;0;0
7812125;PARTIDA INICIAL;;;;0;515
7812127;PARTIDA INICIAL;;;;0;0
7812131;PARTIDA INICIAL;;;;0;0
7812177;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7812235;CPU;REPROGRAMAÇÃO;;;0;535
7812241;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;760,3
7812247;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;1593,1
7812253;CPU;REPROGRAMAÇÃO;;;0;0
7812257;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;535
7812261;CPU;REPROGRAMAÇÃO;;;0;0
7812267;CPU;REPROGRAMAÇÃO;;;0;0
7812271;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;650
7812275;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7812281;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7812297;CHAMADO INDEVIDO;LIMPEZA DA VÁLVULA SOLENÓIDE;;;0;827
7812283;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;0
7812309;CPU;REPROGRAMAÇÃO;;;0;0
7812305;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;1014,3
7812313;CPU;REPROGRAMAÇÃO;;;0;0
7812317;CPU;REPROGRAMAÇÃO;;;0;0
7812319;CPU;REPROGRAMAÇÃO;;;0;0
7812321;CPU;REPROGRAMAÇÃO;;;0;0
7812325;CPU;REPROGRAMAÇÃO;;;0;0
7812327;CPU;REPROGRAMAÇÃO;;;0;0
7812337;CPU;REPROGRAMAÇÃO;;;0;400
7812345;CPU;ATUALIZAÇÃO DE VERSÃO;;;0;400
7812367;CHAMADO INDEVIDO;LIMPEZA DE BLOCO MEDIDOR;;BIODIESEL;0;215
7812441;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;977,8
7812479;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE;;;0;215
7812599;CPU;CORREÇÃO DE ERRO;E523 - ERRO DE SINAL DE FEEDBACK DE MOTOR;;0;0
7812717;CHAMADO CANCELADO;;;;0;1131,5
7812731;SUPORTE AO CLIENTE;;;;0;0
7812773;SUPORTE AO CLIENTE;;;;0;0
7812789;SUPORTE AO CLIENTE;;;;0;0
7812797;SUPORTE AO CLIENTE;;;;0;0
7812803;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7812799;SUPORTE AO CLIENTE;;;;0;0
7812801;SUPORTE AO CLIENTE;;;;0;0
7812805;SUPORTE AO CLIENTE;;;;0;0
7812811;PARTIDA INICIAL;;;;0;644
7812817;PARTIDA INICIAL;;;;0;0
7812819;PARTIDA INICIAL;;;;0;0
7812821;PARTIDA INICIAL;;;;0;0
7812835;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7812905;CHAMADO CANCELADO;;;;0;270,1
7812911;SUPORTE AO CLIENTE;;;;0;0
7812913;BICO;TROCA DO BICO POR PROBLEMA NO SENSOR;;;324,41;539,41
7812915;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7812967;CPU;REPROGRAMAÇÃO;;;0;559,2
7812969;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7812979;CPU;REPROGRAMAÇÃO;;;0;0
7812991;SUPORTE AO CLIENTE;;;;0;0
7813107;SUPORTE AO CLIENTE;;;;0;0
7813105;CPU;REPROGRAMAÇÃO;;;0;215
7813057;SUPORTE AO CLIENTE;;;;0;0
7813061;CPU;REPROGRAMAÇÃO;;;0;0
