SS;TIPO_ERRO;DESC_ERRO;CÓD_ERRO;DETALHES_ERRO;VALOR_PECA;VALOR_TOTAL
7895231;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;495,4
7895301;CHAMADO INDEVIDO;LIMPEZA DE DISCO MAGNÉTICO;;BIODIESEL;0;2445,3
7895313;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;573,7
7895411;MOTOR;TROCA DO MOTOR POR ERRO DE TENSÃO;;;0;0
7895423;TUBO DE DESCARGA;TROCA DO ANEL DE VEDAÇÃO;;;0;454,8
7895427;TUBO DE DESCARGA;TROCA DO ANEL DE VEDAÇÃO;;;0;0
7895479;MOTOR;AJUSTE DA POLIA;;;0;856
7895507;PARTIDA INICIAL;;;;0;665
7895509;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;244
7895511;PARTIDA INICIAL;;;;0;0
7895513;PARTIDA INICIAL;;;;0;0
7895523;PARTIDA INICIAL;;;;0;0
7895527;PARTIDA INICIAL;;;;0;0
7895529;PARTIDA INICIAL;;;;0;0
7895539;CPU;CANAL DE COMUNICAÇÃO COM O SISTEMA DE AUTOMAÇÃO;;;1117,91;1543,71
7895537;OUTROS;;;;0;0
7895547;OUTROS;;;;0;0
7895557;TECLADO;MEMBRANA;;;0;1056,1
7895555;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;2236,5
7895565;OUTROS;;;;0;0
7895579;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;0
7895595;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;171,18;415,18
7895605;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;0
7895641;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;85,59;300,59
7895709;BREAKAWAY;TROCA POR ROMPIMENTO INDEVIDO;;;0;771,9
7895723;RECEPTÁCULO;TROCA DA ALAVANCA DE ACIONAMENTO;;;0;215
7895729;CPU;REPROGRAMAÇÃO;;;0;215
7895737;PARTIDA INICIAL;;;;0;515
7895743;PARTIDA INICIAL;;;;0;0
7895851;BARREIRA INTRÍNSECA;;;;89,88;304,88
7895903;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;763,2
7895919;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1505,7
7895923;CHAMADO INDEVIDO;LIMPEZA DE DISCO MAGNÉTICO;;BIODIESEL;0;602,7
7895955;CHAMADO INDEVIDO;OUTROS;;;0;751,6
7895985;PARTIDA INICIAL;;;;0;815
7895987;PARTIDA INICIAL;;;;0;0
7895989;PARTIDA INICIAL;;;;0;0
7895991;PARTIDA INICIAL;;;;0;0
7896071;CPU;REPROGRAMAÇÃO;;3X;0;748,7
7896133;ESTRUTURA;BOMBA DANIFICADA NO TRANSPORTE;;;2174,67;5284,57
7896157;PARTIDA INICIAL;;;;0;1470,6
7896201;OUTROS;;;;0;0
7896247;ESTRUTURA;;;;0;0
7896253;ESTRUTURA;;;;0;0
7896275;CHAMADO INDEVIDO;LIMPEZA DO FILTRO DA COMPACTA;;BIODIESEL;0;215
7896283;CHAMADO INDEVIDO;LIMPEZA DE DISCO MAGNÉTICO;;;0;1050,3
7896367;CPU;REPROGRAMAÇÃO;;;0;425,8
7896371;OUTROS;;;;0;0
7896373;OUTROS;;;;0;0
7896375;OUTROS;;;;0;0
7896377;OUTROS;;;;0;0
7896379;CHAMADO CANCELADO;;;;0;0
7896385;CPU;REPROGRAMAÇÃO;;;0;215
7896399;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7896425;PARTIDA INICIAL;;;;0;1692
7896429;PARTIDA INICIAL;;;;0;0
7896439;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;1137,3
7896501;CPU;REPROGRAMAÇÃO;;;0;2367
7896457;MANGUEIRA;REAPERTO DAS CONEXÕES;;;0;0
7896513;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;215
7896521;CPU;CORREÇÃO DE ERRO;BTL001 - VIOLAÇÃO DETECTADA NO BOOTLOADER;;0;0
7896539;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;869,5
7896531;OUTROS;;;;0;0
7896623;BICO;TROCA DO BICO NÃO DESARMA;;;0;643,3
7896705;PARTIDA INICIAL;;;;0;965,8
7896709;PARTIDA INICIAL;;;;0;0
7896713;PARTIDA INICIAL;;;;0;0
7896723;PLACA DE CONEXÃO ELÉTRICA AC/DC HELIX;TROCA DA PLACA;;;0;0
7896721;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;0;660,7
7896731;PARTIDA INICIAL;;;;0;0
7896737;PARTIDA INICIAL;;;;0;0
7896743;PARTIDA INICIAL;;;;0;0
7896771;OUTROS;;;;0;0
7896799;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7896801;PARTIDA INICIAL;;;;0;334,6
7896821;BICO;TROCA DO BICO NÃO DESARMA;;;80,37;80,37
7897109;CPU;REPROGRAMAÇÃO;;;0;1949,4
7897111;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;249,8
7897115;CPU;REPROGRAMAÇÃO;;;0;0
7897113;CPU;REPROGRAMAÇÃO;;;0;244
7897129;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1056,1
7897147;PARTIDA INICIAL;;;;0;2234,6
7897151;PARTIDA INICIAL;;;;0;0
7897149;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1343,3
7897153;PARTIDA INICIAL;;;;0;0
7897155;PARTIDA INICIAL;;;;0;0
7897161;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;829,9
7897157;PARTIDA INICIAL;;;;0;0
7897159;PARTIDA INICIAL;;;;0;0
7897167;PARTIDA INICIAL;;;;0;0
7897173;PARTIDA INICIAL;;;;0;0
7897175;PARTIDA INICIAL;;;;0;0
7897177;PARTIDA INICIAL;;;;0;0
7897179;CPU;REPROGRAMAÇÃO;;;0;0
7897183;CPU;REPROGRAMAÇÃO;;;0;893,7
7897211;OUTROS;;;;0;0
7897239;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;858,9
7897283;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;215
7897299;CPU;REPROGRAMAÇÃO;;;0;1874
7897473;OUTROS;;;;0;0
7897493;RECEPTÁCULO;CABO DO SENSOR;;;0;672,3
7897501;OUTROS;;;;0;0
7897503;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;244
7897513;PARTIDA INICIAL;;;;0;453,5
7897567;PARTIDA INICIAL;;;;0;715
7897577;PARTIDA INICIAL;;;;0;0
7897583;PARTIDA INICIAL;;;;0;0
7897585;PARTIDA INICIAL;;;;0;0
7897645;ESTRUTURA;;;;429,48;1740,88
7897651;ESTRUTURA;;;;0;0
7897699;COMPACTA;;;;59,27;59,27
7897691;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1102,5
7897697;TUBO DE DESCARGA;TROCA DO TUBO TRINCADO/FURADO;;;9,16;9,16
7897723;RECEPTÁCULO;SENSOR;;;6,52;6,52
7897713;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;192,91;853,61
7897727;BICO;AJUSTES / REPARO NO BICO;;;0;1404,2
7897731;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;0;0
7897737;OUTROS;;;;0;0
7897771;OUTROS;;;;0;0
7897777;BLOCO MEDIDOR;;;;0;0
7897781;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7897835;OUTROS;;;;0;0
7897867;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7897917;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;699,4
7898051;OUTROS;;;;0;0
7897991;DISPLAY;CABOS;;;18,44;458,74
7898047;PARTIDA INICIAL;;;;0;671,7
7898077;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7898089;BLOCO MEDIDOR;CALIBRAÇÃO POR AFERIÇÃO NÃO CONFORME;;;0;310,7
7898101;PARTIDA INICIAL;;;;0;1041,4
7898121;PARTIDA INICIAL;;;;0;331,7
7898181;OUTROS;;;;0;0
7898383;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1067,7
7898387;CPU;REPROGRAMAÇÃO;;;1032,32;3399,32
7898457;CPU;REPROGRAMAÇÃO;;;0;425,8
7898487;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;BIODIESEL;3908,67;3908,67
7898493;OUTROS;;;;0;0
7898511;RECEPTÁCULO;TROCA DA ALAVANCA DE ACIONAMENTO;;;173,34;1626,84
7898557;VISITA IMPRODUTIVA;EQUIPAMENTO NÃO APRESENTOU PROBLEMAS;;;0;1096,7
7898575;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE;;;0;0
7898591;VISITA IMPRODUTIVA;EQUIPAMENTO NÃO APRESENTOU PROBLEMAS;;;0;0
7898607;PARTIDA INICIAL;;;;0;0
7898667;OUTROS;;;;0;0
7898673;CPU;REPROGRAMAÇÃO;;;0;0
7898671;OUTROS;;;;0;0
7898695;CHAMADO INDEVIDO;LIMPEZA DE DISCO MAGNÉTICO;;BIODIESEL;0;672,3
7898705;CPU;CORREÇÃO DE ERRO;BTL001 - VIOLAÇÃO DETECTADA NO BOOTLOADER;;0;0
7898717;OUTROS;;;;0;0
7898723;OUTROS;;;;0;0
7898733;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;80,37;353,37
7898735;CHAMADO INDEVIDO;OUTROS;;;0;0
7898739;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;925,6
7898871;BLOCO MEDIDOR;TROCA DO BLOCO POR NÃO ACEITAR CALIBRAÇÃO;;BIODIESEL;661,18;3018,68
7898875;MANGUEIRA;TROCA POR VAZAMENTO NO TERMINAL GIRATÓRIO;;;0;0
7898975;CPU;REPROGRAMAÇÃO;;;0;215
7898995;CHAMADO INDEVIDO;LIMPEZA DO FILTRO DA COMPACTA;;BIODIESEL;0;1592,7
7899041;CPU;REPROGRAMAÇÃO;;;0;1499,9
7899167;PARTIDA INICIAL;;;;0;817,1
7899183;OUTROS;;;;0;0
7899245;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;434,5
7899369;TUBO DE DESCARGA;TROCA DO TUBO TRINCADO/FURADO;;;0;215
7899387;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;BIODIESEL;0;244
7899401;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;BIODIESEL;0;0
7899403;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;0;1172,1
7899409;PARTIDA INICIAL;;;;0;0
7899411;PARTIDA INICIAL;;;;0;0
7899521;PARTIDA INICIAL;;;;0;751,8
7899541;CHAMADO CANCELADO;;;;0;0
7899543;CHAMADO CANCELADO;;;;0;0
7899551;PARTIDA INICIAL;;;;0;0
7899635;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;244
7899637;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1102,5
7899647;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;457,7
7899649;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;677,1
7899655;OUTROS;;;;0;0
7899661;RECEPTÁCULO;SENSOR;;;15,63;1054,33
7899661;RECEPTÁCULO;SENSOR;;;15,63;1054,33
7899751;OUTROS;;;;0;0
7899683;BLOCO MEDIDOR;TROCA DO ANEL DE VEDAÇÃO;;;0;611,4
7899755;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7899857;CPU;REPROGRAMAÇÃO;;;0;617,2
7899891;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;333,9
7899899;RECEPTÁCULO;TROCA DO RECEPTÁCULO COMPLETO;;;65,39;280,39
7899989;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7899991;OUTROS;;;;0;0
7900017;OUTROS;;;;0;0
7900061;OUTROS;;;;0;0
7900207;COMPACTA;CHECK VÁLVULA;;;10;303,3
7900315;TECLADO;MEMBRANA;;;2;1903,5
7900317;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1067,7
7900325;CPU;REPROGRAMAÇÃO;;;0;1479,6
7900335;OUTROS;;;;0;0
7900339;RECEPTÁCULO;TROCA DA ALAVANCA DE ACIONAMENTO;;;0;899,5
7900343;PARTIDA INICIAL;;;;0;1209,6
7900345;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;244
7900347;PARTIDA INICIAL;;;;0;0
7900351;PARTIDA INICIAL;;;;0;0
7900355;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;244
7900359;OUTROS;;;;0;0
7900383;RECEPTÁCULO;SENSOR;;;15,63;15,63
7900375;PARTIDA INICIAL;;;;0;1688,4
7900377;PARTIDA INICIAL;;;;0;0
7900379;PARTIDA INICIAL;;;;0;0
7900381;PARTIDA INICIAL;;;;0;0
7900387;PARTIDA INICIAL;;;;0;0
7900391;PARTIDA INICIAL;;;;0;0
7900399;OUTROS;;;;0;0
7900405;ESTRUTURA;BOMBA DANIFICADA NO TRANSPORTE;;;0;0
7900409;ESTRUTURA;BOMBA DANIFICADA NO TRANSPORTE;;;0;0
7900413;TOTALIZADOR ELETROMECANICO;;;;136,25;785,35
7900439;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;1148,9
7900455;MULTIMÍDIA;TROCA DO TECLADO POR FALHA DE SENSIBILIDADE;;;0;0
7900457;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;;0;425,8
7900459;PARTIDA INICIAL;;;;0;914,9
7900461;PARTIDA INICIAL;;;;0;0
7900465;PARTIDA INICIAL;COM FALHA;;;0;0
7900467;PARTIDA INICIAL;;;;0;0
7900471;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;715
7900475;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;786,5
7900481;ADESIVO;;;;69,6;342,6
7900483;OUTROS;;;;0;0
7900485;ADESIVO;;;;0;0
7900493;PARTIDA INICIAL;;;;0;578,9
7900499;ADESIVO;;;;0;0
7900503;ADESIVO;;;;0;0
7900505;ADESIVO;;;;0;0
7900507;ADESIVO;;;;0;0
7900513;OUTROS;;;;0;0
7900515;OUTROS;;;;0;0
7900529;CPU;REPROGRAMAÇÃO;;;0;0
7900545;CHAMADO INDEVIDO;LIMPEZA DA CHECK VÁLVULA DA COMPACTA;;GASOLINA;0;1476,7
7900541;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;192,91;192,91
7900583;COMPACTA;CHECK VÁLVULA;;;0;215
7900659;PARTIDA INICIAL;;;;0;735
7900663;PARTIDA INICIAL;;;;0;0
7900681;CPU;REPROGRAMAÇÃO;;;0;296,2
7900713;CHAMADO CANCELADO;;;;0;0
7900769;BLOCO MEDIDOR;;;;0;0
7900829;CPU;REPROGRAMAÇÃO;;;0;332,3
7900771;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;BIODIESEL;3908,67;4935,77
7900809;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;954
7900897;ESTRUTURA;;;;279,19;1869,19
7900907;OUTROS;;;;0;0
7900911;OUTROS;;;;0;0
7900935;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;BIODIESEL;699,88;943,88
7900979;OUTROS;;;;0;0
7901025;ESTRUTURA;;;;0;0
7901093;OUTROS;;;;0;0
7901095;OUTROS;;;;0;0
7901109;OUTROS;;;;0;0
7901153;MOTOR;REPARO DE MAU CONTATO NOS CABOS / CONEXÕES / TERMINAIS;;;0;1172,1
7901239;OUTROS;;;;0;0
7901241;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;192,91;192,91
7901293;BREAKAWAY;TROCA POR ROMPIMENTO INDEVIDO;;;79,23;851,13
7901315;OUTROS;;;;0;0
7901339;PARTIDA INICIAL;;;;0;765,2
7901343;PARTIDA INICIAL;;;;0;0
7901345;PARTIDA INICIAL;;;;0;0
7901359;BICO;TROCA DO BICO POR VAZAMENTO NA CONEXÃO;;;0;914
7901375;PARTIDA INICIAL;;;;0;835
7901379;PARTIDA INICIAL;;;;0;0
7901381;PARTIDA INICIAL;;;;0;0
7901439;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;80,37;80,37
7901445;OUTROS;;;;0;0
7901453;CPU;REPROGRAMAÇÃO;;;0;244
7901473;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7901527;CPU;CORREÇÃO DE ERRO;E700 - DSP - FALHA EM RECUPERAR DADOS CRÍTICOS;;0;0
7901537;OUTROS;;;;0;0
7901531;OUTROS;;;;0;0
7901577;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;673,5
7901783;PARTIDA INICIAL;;;;0;1290
7901785;PARTIDA INICIAL;;;;0;0
7901789;PARTIDA INICIAL;;;;0;0
7901795;PARTIDA INICIAL;;;;0;0
7901805;PARTIDA INICIAL;;;;0;0
7901809;PARTIDA INICIAL;;;;0;0
7901833;PARTIDA INICIAL;;;;0;1500
7901839;PARTIDA INICIAL;;;;0;0
7901849;PARTIDA INICIAL;;;;0;0
7901863;OUTROS;;;;0;0
7901869;OUTROS;;;;0;0
7901873;BLOCO MEDIDOR;TROCA DA VALVULA DE RETENÇÃO E ALIVIO;;;0;928,5
7901903;PARTIDA INICIAL;;;;0;416,5
7901911;CPU;REPROGRAMAÇÃO;;;0;1064,8
7902287;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;192,91;192,91
7902471;CPU;TROCA POR OUTROS MOTIVOS;;;1032,32;1032,32
7902579;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;192,91;1742,11
7902617;OUTROS;;;;0;0
7902593;TECLADO;MEMBRANA;;;73,7;999,3
7902597;COMPACTA;CORREIA;;;2,91;2,91
7902605;TECLADO;MEMBRANA;;;86,6;1142,7
7902609;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1410
7902621;TUBO DE RETORNO DE ETANOL;RETIRADA DO VAZAMENTO;;;0;354,2
7902639;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7902671;TECLADO;MAU CONTATO NO CABO;;;0;710,1
7902721;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;PRESENCIAL;0;1133,1
7902747;CPU;REPROGRAMAÇÃO;;;0;1006,8
7902749;TUBO DE DESCARGA;TROCA DO TUBO TRINCADO/FURADO;;;0;258,5
7902779;CHAMADO INDEVIDO;LIMPEZA DA VÁLVULA SOLENÓIDE;;;0;215
7902827;PARTIDA INICIAL;;;;0;485,41
7902845;PARTIDA INICIAL;;;;0;1372,8
7902865;CPU;REPROGRAMAÇÃO;;2X;0;983,6
7902863;OUTROS;;;;0;0
7902867;OUTROS;;;;0;0
7902917;MOTOR;TROCA DO MOTOR POR ERRO DE TENSÃO;;;0;10300
7902917;MOTOR;TROCA DO MOTOR POR ERRO DE TENSÃO;;;23372,81;33672,81
7902931;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE;;;0;1494,3
7902941;COMPACTA;TUBO;;;0;899,5
7902951;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7902953;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;BIODIESEL;7817,34;8061,34
7902955;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;BIODIESEL;0;0
7903073;CHAMADO CANCELADO;;;;674,28;674,28
7903077;BICO;TROCA DO BICO NÃO DESARMA;;;278,5;921,8
7903093;BICO;TROCA DO BICO POR VAZAMENTO NA PONTEIRA;;;160,74;413,44
7903179;CHAMADO INDEVIDO;LIMPEZA DE DISCO MAGNÉTICO;;BIODIESEL;0;945,9
7903185;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;BIODIESEL;0;565
7903199;CPU;REPROGRAMAÇÃO;;;0;800,5
7903207;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;273
7903211;PARTIDA INICIAL;;;;0;1085
7903219;CPU;REPROGRAMAÇÃO;;;0;1003,9
7903239;PARTIDA INICIAL;;;;0;491,2
7903255;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;290,4
7903257;PARTIDA INICIAL;;;;0;526,7
7903265;PARTIDA INICIAL;;;;0;0
7903299;OUTROS;;;;0;0
7903313;BLOCO MEDIDOR;TROCA DA VALVULA DE RETENÇÃO E ALIVIO;;;40,02;391,32
7903425;OUTROS;;;;0;0
7903473;TECLADO;MEMBRANA;;;9,07;253,07
7903501;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7903507;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;672,3
7903521;TUBO DE DESCARGA;TROCA DO TUBO TRINCADO/FURADO;;;35,97;294,47
7903571;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;215
7903627;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1447,7
7903803;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;192,91;192,91
7903813;TECLADO;MEMBRANA;;;0;599,8
7903821;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1340,4
7903839;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;273
7903863;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE;;;0;215
7903861;OUTROS;;;;0;0
7903873;CPU;REPROGRAMAÇÃO;;0X;0;215
7903877;CHAMADO INDEVIDO;LIMPEZA DA VÁLVULA SOLENÓIDE;;BIODIESEL;0;0
7903893;CPU;REPROGRAMAÇÃO;;;0;1639,1
7903887;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;914
7903905;CHAMADO INDEVIDO;LIMPEZA DE DISCO MAGNÉTICO;;BIODIESEL;0;244
7903913;OUTROS;;;;0;0
7903925;OUTROS;;;;0;0
7903937;CHAMADO INDEVIDO;LIMPEZA/DESTRAVAMENTO DO EIXO E ROTOR DA COMPACTA;;;0;215
7903959;RECEPTÁCULO;TROCA DA ALAVANCA DE ACIONAMENTO;;;0;215
7903975;OUTROS;;;;0;0
7904093;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7904109;PARTIDA INICIAL;;;;0;0
7904107;OUTROS;;;;0;0
7904115;PARTIDA INICIAL;;;;0;0
7904119;PARTIDA INICIAL;;;;0;0
7904127;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1398,4
7904167;TECLADO;MAU CONTATO NO CABO;;;0;1511,5
7904185;OUTROS;;;;0;0
7904225;VISITA IMPRODUTIVA;EQUIPAMENTO FUNCIONANDO NORMALMENTE;;;0;512,8
7904235;PARTIDA INICIAL;;;;0;934,9
7904243;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;REMOTO;0;0
7904385;PARTIDA INICIAL;;;;0;0
7904389;PARTIDA INICIAL;;;;0;0
7904391;PARTIDA INICIAL;;;;0;0
7904421;OUTROS;;;;0;273
7904401;MOTOR;TROCA DO MOTOR POR ERRO DE TENSÃO;;;1194,24;1620,04
7904405;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;945,9
7904439;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7904435;CHAMADO INDEVIDO;LIMPEZA/DESTRAVAMENTO DO EIXO E ROTOR DA COMPACTA;;;0;354,2
7904441;OUTROS;;;;0;0
7904447;TECLADO;MEMBRANA;;;9,07;778,07
7904483;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;PRESENCIAL;0;0
7904519;CPU;REPROGRAMAÇÃO;;;0;1613
7904697;OUTROS;;;;0;0
7904801;CPU;CORREÇÃO DE ERRO;E136 - CERTIFICADO DO DSP CORROMPIDO;;0;0
7904705;CPU;REPROGRAMAÇÃO;;;0;0
7904779;OUTROS;;;;0;0
7904811;OUTROS;;;;0;0
7904827;OUTROS;;;;0;0
7904839;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1166,3
7904869;DISPLAY;TROCA DO CABO;;;0;2045,1
7904875;OUTROS;;;;0;0
7904881;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1842,1
7904999;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;BIODIESEL;0;1093,8
7905005;CHAMADO INDEVIDO;LIMPEZA DO FILTRO DA COMPACTA;;;0;660,7
7905017;CPU;REPROGRAMAÇÃO;;;0;1328,8
7905067;OUTROS;;;;0;0
7905089;CPU;TROCA POR OUTROS MOTIVOS;;;1032,32;1733,62
7905079;VÁLVULA SOLENÓIDE;TROCA DO ANEL DE VEDAÇÃO;;;0;287,5
7905111;COMPACTA;VAZAMENTO TAMPA;;;0;1114,1
7905113;CPU;CORREÇÃO DE ERRO;E503 - PORTA DO GABINETE HIDRÁULICO FOI ABERTA;;0;0
7905147;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;757,4
7905193;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;623
7905195;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;;0;0
7905205;OUTROS;;;;0;0
7905207;OUTROS;;;;0;0
7905209;OUTROS;;;;0;0
7905223;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;373
7905247;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;BIODIESEL;3908,67;3908,67
7905329;CPU;CORREÇÃO DE ERRO;E703 - DISPLAY INVALIDOU TRANSAÇÃO ASSINADA;REMOTO;0;0
7905373;RECEPTÁCULO;TROCA DA ALAVANCA DE ACIONAMENTO;;;0;611,4
7905391;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;290,4
7905459;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;273
7905477;OUTROS;;;;0;0
7905487;BLOCO MEDIDOR;TROCA DO BLOCO POR NÃO ACEITAR CALIBRAÇÃO;;;0;745,8
7905607;VÁLVULA SOLENÓIDE;TROCA DA VÁLVULA;;;192,91;192,91
7905623;OUTROS;;;;0;0
7905679;OUTROS;;;;0;0
7905733;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;360
7905739;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;1140,2
7905853;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;757,4
7905857;OUTROS;;;;0;0
7905861;OUTROS;;;;0;0
7905891;CPU;REPROGRAMAÇÃO;;PRESENCIAL;0;613,6
7905989;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;BIODIESEL;0;4296,1
7905967;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7905971;CPU;CORREÇÃO DE ERRO;E501 - PORTA DA CABEÇA ELETRÔNICA FOI ABERTA;;0;0
7905999;BLOCO MEDIDOR;TROCA DO BLOCO POR OUTRAS CAUSAS;;BIODIESEL;0;0
